,player_id,Player,Nation,Pos,Squad,Comp,Age,Predicted_Gls
0,1000,Brenden Aaronson,USA,MF,Union Berlin,Bundesliga,22,0.002584291622042656
1,1001,Salis Abdul Samed,GHA,MF,Lens,Ligue 1,23,0.002888161689043045
2,1002,Francesco Acerbi,ITA,DF,Inter,Serie A,35,0.006974969059228897
3,1003,Marcos Acuña,ARG,DF,Sevilla,La Liga,31,0.0029751695692539215
4,1004,Karim Adeyemi,GER,"FW,MF",Dortmund,Bundesliga,21,0.007661301642656326
5,1005,Yacine Adli,FRA,MF,Milan,Serie A,23,0.003491358831524849
6,1006,Ruben Aguilar,FRA,DF,Lens,Ligue 1,30,2.5369226932525635e-06
7,1007,Manuel Akanji,SUI,DF,Manchester City,Premier League,28,0.0024385228753089905
8,1008,Nathan Aké,NED,DF,Manchester City,Premier League,28,0.28713348507881165
9,1009,David Alaba,AUT,DF,Real Madrid,La Liga,31,0.0
10,1010,Luis Alberto,ESP,MF,Lazio,Serie A,31,0.30359676480293274
11,1011,Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,La Liga,19,0.007012378424406052
12,1012,Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,29,0.22206661105155945
13,1013,Marcos Alonso,ESP,DF,Barcelona,La Liga,32,0.001272842288017273
14,1014,Julián Álvarez,ARG,MF,Manchester City,Premier League,23,0.33605441451072693
15,1015,Sofyan Amrabat,MAR,DF,Manchester Utd,Premier League,27,0.0026022735983133316
16,1016,Elliot Anderson,SCO,MF,Newcastle Utd,Premier League,20,0.0
17,1017,Felipe Anderson,BRA,FW,Lazio,Serie A,30,0.0
18,1018,Antony,BRA,"FW,MF",Manchester Utd,Premier League,23,0.0
19,1019,Ronald Araújo,URU,DF,Barcelona,La Liga,24,0.0035620443522930145
20,1020,Marko Arnautović,AUT,FW,Inter,Serie A,34,0.0
21,1021,Kepa Arrizabalaga,ESP,GK,Real Madrid,La Liga,28,0.0026022735983133316
22,1022,Marco Asensio,ESP,FW,Paris S-G,Ligue 1,27,0.7029356360435486
23,1023,Kristjan Asllani,ALB,MF,Inter,Serie A,21,0.007364783436059952
24,1024,Yann Aurel Bisseck,GER,DF,Inter,Serie A,22,0.0026022735983133316
25,1025,Neil El Aynaoui,FRA,MF,Lens,Ligue 1,22,0.006503656506538391
26,1026,César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,34,0.0
27,1027,Loïc Bade,FRA,DF,Sevilla,La Liga,23,0.004802495241165161
28,1028,Alejandro Balde,ESP,DF,Barcelona,La Liga,19,0.0024937856942415237
29,1029,Bradley Barcola,FRA,"MF,FW",Paris S-G,Ligue 1,21,0.0
30,1030,Nicolò Barella,ITA,MF,Inter,Serie A,26,0.00237177312374115
31,1031,Harvey Barnes,ENG,FW,Newcastle Utd,Premier League,25,0.4285755455493927
32,1032,Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,La Liga,21,0.7151000499725342
33,1033,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,20,0.00253426656126976
34,1034,Davide Bartesaghi,ITA,DF,Milan,Serie A,17,0.0026022735983133316
35,1035,Alessandro Bastoni,ITA,DF,Inter,Serie A,24,0.002713482826948166
36,1036,Christoph Baumgartner,AUT,"MF,FW",RB Leipzig,Bundesliga,24,0.003061402589082718
37,1037,Sheraldo Becker,SUR,"FW,MF",Union Berlin,Bundesliga,28,0.005601610988378525
38,1038,Kevin Behrens,GER,FW,Union Berlin,Bundesliga,32,0.8382444381713867
39,1039,Jude Bellingham,ENG,"MF,FW",Real Madrid,La Liga,20,0.8020524382591248
40,1040,Ramy Bensebaini,ALG,DF,Dortmund,Bundesliga,28,0.004339825361967087
41,1041,Janis Blaswich,GER,GK,RB Leipzig,Bundesliga,32,0.0026022735983133316
42,1042,Oscar Bobb,NOR,FW,Manchester City,Premier League,20,0.0026022735983133316
43,1043,Leonardo Bonucci,ITA,DF,Union Berlin,Bundesliga,36,0.0026022735983133316
44,1044,Sven Botman,NED,DF,Newcastle Utd,Premier League,23,0.17329810559749603
45,1045,Yassine Bounou,MAR,GK,Sevilla,La Liga,32,0.0026022735983133316
46,1046,Julian Brandt,GER,"MF,FW",Dortmund,Bundesliga,27,0.12890568375587463
47,1047,Dan Burn,ENG,DF,Newcastle Utd,Premier League,31,0.16581298410892487
48,1048,Jamie Bynoe-Gittens,ENG,"DF,FW",Dortmund,Bundesliga,19,0.009680848568677902
49,1049,Jens Cajuste,SWE,MF,Napoli,Serie A,24,0.0
50,1050,Davide Calabria,ITA,DF,Milan,Serie A,26,0.0
51,1051,Hakan Çalhanoğlu,TUR,MF,Inter,Serie A,29,0.2576502859592438
52,1052,Eduardo Camavinga,FRA,MF,Real Madrid,La Liga,20,0.0025596581399440765
53,1053,Emre Can,GER,MF,Dortmund,Bundesliga,29,0.14686699211597443
54,1054,João Cancelo,POR,DF,Barcelona,La Liga,29,0.40849733352661133
55,1055,Carlos,BRA,DF,Inter,Serie A,24,0.0014781355857849121
56,1056,Yannick Carrasco,BEL,DF,Atlético Madrid,La Liga,30,0.0
57,1057,Dani Carvajal,ESP,DF,Real Madrid,La Liga,31,0.0
58,1058,Fabio Carvalho,POR,MF,RB Leipzig,Bundesliga,21,0.00352303683757782
59,1059,Nicolò Casale,ITA,DF,Lazio,Serie A,25,0.0027067698538303375
60,1060,Casemiro,BRA,MF,Manchester Utd,Premier League,31,0.1789882779121399
61,1061,Valentín Castellanos,ARG,"FW,MF",Lazio,Serie A,24,0.0
62,1062,Danilo Cataldi,ITA,MF,Lazio,Serie A,29,0.00259421207010746
63,1063,Dani Ceballos,ESP,MF,Real Madrid,La Liga,27,0.0026022735983133316
64,1064,Andreas Christensen,DEN,DF,Barcelona,La Liga,27,0.0
65,1065,Samuel Chukwueze,NGA,FW,Milan,Serie A,24,0.005436960607767105
66,1066,Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,27,0.0
67,1067,Jesús Corona,MEX,"MF,DF",Sevilla,La Liga,30,0.0026022735983133316
68,1068,Ángel Correa,ARG,"FW,MF",Atlético Madrid,La Liga,28,1.0467742681503296
69,1069,Oscar Cortés,COL,MF,Lens,Ligue 1,19,0.0026022735983133316
70,1070,David Pereira da Costa,POR,MF,Lens,Ligue 1,22,0.0026022735983133316
71,1071,Juan Cuadrado,COL,DF,Inter,Serie A,35,0.0
72,1072,Diogo Dalot,POR,DF,Manchester Utd,Premier League,24,0.0027959421277046204
73,1073,Kevin Danso,AUT,DF,Lens,Ligue 1,25,0.0028107091784477234
74,1074,Matteo Darmian,ITA,DF,Inter,Serie A,33,0.003584379330277443
75,1075,David Datro Fofana,CIV,"FW,MF",Union Berlin,Bundesliga,20,0.010403502732515335
76,1076,Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,22,0.0
77,1077,Kevin De Bruyne,BEL,MF,Manchester City,Premier League,32,0.0
78,1078,Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,29,0.0
79,1079,Ousmane Dembélé,FRA,FW,Paris S-G,Ligue 1,26,0.02115688845515251
80,1080,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,30,0.13467289507389069
81,1081,Rúben Dias,POR,DF,Manchester City,Premier League,26,0.004424974322319031
82,1082,Brahim Díaz,ESP,"MF,FW",Real Madrid,La Liga,24,0.8630363345146179
83,1083,Federico Dimarco,ITA,DF,Inter,Serie A,25,0.16818834841251373
84,1084,Andy Diouf,FRA,MF,Lens,Ligue 1,20,0.004836723208427429
85,1085,Marko Dmitrović,SRB,GK,Sevilla,La Liga,31,0.0026022735983133316
86,1086,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,25,0.19114387035369873
87,1087,Jeremy Doku,BEL,FW,Manchester City,Premier League,21,0.3676607012748718
88,1088,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,24,0.0026022735983133316
89,1089,Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,25,0.0026831496506929398
90,1090,Denzel Dumfries,NED,DF,Inter,Serie A,27,0.4019184410572052
91,1091,Ederson,BRA,GK,Manchester City,Premier League,30,0.00253426656126976
92,1092,Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,21,0.003164995461702347
93,1093,Elif Elmas,MKD,FW,Napoli,Serie A,24,0.0031745843589305878
94,1094,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,29,0.0026022735983133316
95,1095,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,26,0.4581669270992279
96,1096,Christian Eriksen,DEN,MF,Manchester Utd,Premier League,31,0.25331172347068787
97,1097,Jonny Evans,NIR,DF,Manchester Utd,Premier League,35,0.0
98,1098,Abdessamad Ezzalzouli,MAR,"FW,MF",Barcelona,La Liga,21,0.00380682572722435
99,1099,Ansu Fati,ESP,"MF,FW",Barcelona,La Liga,20,0.008139770478010178
100,1100,João Félix,POR,"FW,MF",Barcelona,La Liga,23,0.3286990225315094
101,1101,Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,29,0.27050551772117615
102,1102,Carlos Fernández,ESP,FW,Real Sociedad,La Liga,27,0.3372035026550293
103,1103,Fernando,BRA,MF,Sevilla,La Liga,36,0.0024937856942415237
104,1104,Alessandro Florenzi,ITA,DF,Milan,Serie A,32,0.002584291622042656
105,1105,Phil Foden,ENG,"FW,MF",Manchester City,Premier League,23,0.1711282879114151
106,1106,Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,31,0.001721799373626709
107,1107,Przemysław Frankowski,POL,DF,Lens,Ligue 1,28,0.002672601491212845
108,1108,Davide Frattesi,ITA,MF,Inter,Serie A,23,0.4922824203968048
109,1109,Angelo Fulgini,FRA,MF,Lens,Ligue 1,27,0.015937406569719315
110,1110,Niclas Füllkrug,GER,FW,Dortmund,Bundesliga,30,0.41467612981796265
111,1111,Javi Galán,ESP,DF,Atlético Madrid,La Liga,28,0.003116454929113388
112,1112,Eric García,ESP,DF,Barcelona,La Liga,22,0.005436960607767105
113,1113,Fran Garcia,ESP,DF,Real Madrid,La Liga,24,0.0
114,1114,Alejandro Garnacho,ARG,"FW,MF",Manchester Utd,Premier League,19,0.004492022097110748
115,1115,Federico Gattoni,ARG,DF,Sevilla,La Liga,24,0.0026022735983133316
116,1116,Gavi,ESP,"MF,FW",Barcelona,La Liga,19,0.1320427507162094
117,1117,Olivier Giroud,FRA,FW,Milan,Serie A,37,0.6919554471969604
118,1118,Serge Gnabry,GER,"FW,MF",Bayern Munich,Bundesliga,28,0.0
119,1119,Sergio Gómez,ESP,FW,Manchester City,Premier League,23,0.0
120,1120,Urko González,ESP,MF,Real Sociedad,La Liga,22,0.0026022735983133316
121,1121,Anthony Gordon,ENG,FW,Newcastle Utd,Premier League,22,0.3624998927116394
122,1122,Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,28,0.25963112711906433
123,1123,Robin Gosens,GER,DF,Union Berlin,Bundesliga,29,0.6707766652107239
124,1124,Jonathan Gradit,FRA,DF,Lens,Ligue 1,30,0.0024937856942415237
125,1125,Ryan Gravenberch,NED,FW,Bayern Munich,Bundesliga,21,0.0
126,1126,Jack Grealish,ENG,FW,Manchester City,Premier League,28,0.0
127,1127,Antoine Griezmann,FRA,FW,Atlético Madrid,La Liga,32,0.5262987613677979
128,1128,Nemanja Gudelj,SRB,DF,Sevilla,La Liga,31,0.19491103291511536
129,1129,Mattéo Guendouzi,FRA,MF,Lazio,Serie A,24,0.006407104432582855
130,1130,Morgan Guilavogui,GUI,"FW,MF",Lens,Ligue 1,25,0.8891914486885071
131,1131,Bruno Guimarães,BRA,MF,Newcastle Utd,Premier League,25,0.15482868254184723
132,1132,İlkay Gündoğan,GER,MF,Barcelona,La Liga,32,0.0
133,1133,Joško Gvardiol,CRO,DF,Manchester City,Premier League,21,0.0032046176493167877
134,1134,Erling Haaland,NOR,FW,Manchester City,Premier League,23,1.2815499305725098
135,1135,Janik Haberer,GER,MF,Union Berlin,Bundesliga,29,0.002567905932664871
136,1136,Massadio Haïdara,MLI,DF,Lens,Ligue 1,30,0.002536911517381668
137,1137,Achraf Hakimi,MAR,"DF,MF",Paris S-G,Ligue 1,24,0.32068219780921936
138,1138,Lewis Hall,ENG,DF,Newcastle Utd,Premier League,19,0.0026022735983133316
139,1139,Sébastien Haller,CIV,FW,Dortmund,Bundesliga,29,0.0
140,1140,Kai Havertz,GER,"MF,FW",Arsenal,Premier League,24,0.0
141,1141,Thorgan Hazard,BEL,DF,Dortmund,Bundesliga,30,0.0026022735983133316
142,1142,Benjamin Henrichs,GER,DF,RB Leipzig,Bundesliga,26,0.18146876990795135
143,1143,Mario Hermoso,ESP,DF,Atlético Madrid,La Liga,28,0.0027067698538303375
144,1144,Lucas Hernández,FRA,DF,Paris S-G,Ligue 1,27,0.0
145,1145,Theo Hernández,FRA,DF,Milan,Serie A,25,0.19967295229434967
146,1146,Benedict Hollerbach,GER,"MF,FW",Union Berlin,Bundesliga,22,0.002832941710948944
147,1147,Mats Hummels,GER,DF,Dortmund,Bundesliga,34,0.44020625948905945
148,1148,Elseid Hysaj,ALB,DF,Lazio,Serie A,29,0.0024937856942415237
149,1149,Rasmus Højlund,DEN,FW,Manchester Utd,Premier League,20,0.00472274050116539
150,1150,Ciro Immobile,ITA,FW,Lazio,Serie A,33,0.2980571389198303
151,1151,Alexander Isak,SWE,FW,Newcastle Utd,Premier League,24,0.8765246868133545
152,1152,Gustav Isaksen,DEN,FW,Lazio,Serie A,22,0.0038772746920585632
153,1153,Adnan Januzaj,BEL,FW,Sevilla,La Liga,28,0.0026022735983133316
154,1154,Gabriel Jesus,BRA,FW,Arsenal,Premier League,26,0.7710795998573303
155,1155,Juan Jesus,BRA,DF,Napoli,Serie A,32,0.005315821617841721
156,1156,Joelinton,BRA,MF,Newcastle Utd,Premier League,27,0.0017858371138572693
157,1157,Frenkie de Jong,NED,"MF,DF",Barcelona,La Liga,26,0.17758291959762573
158,1158,Joan Jordán,ESP,MF,Sevilla,La Liga,29,0.0031718704849481583
159,1159,Jorginho,ITA,MF,Arsenal,Premier League,31,0.0026022735983133316
160,1160,Joselu,ESP,FW,Real Madrid,La Liga,33,0.7765734791755676
161,1161,Luka Jović,SRB,FW,Milan,Serie A,25,0.0036589987576007843
162,1162,Vinicius Júnior,BRA,FW,Real Madrid,La Liga,23,0.39921173453330994
163,1163,Josip Juranović,CRO,"DF,MF",Union Berlin,Bundesliga,28,0.0
164,1164,Pierre Kalulu,FRA,DF,Milan,Serie A,23,0.0026022735983133316
165,1165,Daichi Kamada,JPN,MF,Lazio,Serie A,27,0.3231031000614166
166,1166,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,32,0.2162856161594391
167,1167,Harry Kane,ENG,FW,Bayern Munich,Bundesliga,30,1.205461859703064
168,1168,Lee Kang-in,KOR,FW,Paris S-G,Ligue 1,22,0.0012412630021572113
169,1169,Mikkel Kaufmann,DEN,"DF,FW",Union Berlin,Bundesliga,22,0.006740197539329529
170,1170,Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,19,0.00687447190284729
171,1171,Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,28,0.0
172,1172,Jakub Kiwior,POL,DF,Arsenal,Premier League,23,0.013503339141607285
173,1173,Simon Kjær,DEN,DF,Milan,Serie A,34,0.00253426656126976
174,1174,Davy Klaassen,NED,MF,Inter,Serie A,30,0.0026022735983133316
175,1175,Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,27,0.003491358831524849
176,1176,Robin Knoche,GER,DF,Union Berlin,Bundesliga,31,0.0026022735983133316
177,1177,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,25,0.0026022735983133316
178,1178,Koke,ESP,MF,Atlético Madrid,La Liga,31,0.0029210951179265976
179,1179,Randal Kolo Muani,FRA,FW,Paris S-G,Ligue 1,24,0.6817162036895752
180,1180,Jules Koundé,FRA,DF,Barcelona,La Liga,24,0.13707736134529114
181,1181,Mateo Kovačić,CRO,MF,Manchester City,Premier League,29,0.002635594457387924
182,1182,Alex Král,CZE,MF,Union Berlin,Bundesliga,25,0.0027684755623340607
183,1183,Frans Krätzig,GER,DF,Bayern Munich,Bundesliga,20,0.010924246162176132
184,1184,Toni Kroos,GER,MF,Real Madrid,La Liga,33,0.22988185286521912
185,1185,Rade Krunić,BIH,MF,Milan,Serie A,29,0.003010829910635948
186,1186,Takefusa Kubo,JPN,"FW,MF",Real Sociedad,La Liga,22,0.692257821559906
187,1187,Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,22,0.282528281211853
188,1188,Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,26,0.0
189,1189,Konrad Laimer,AUT,"DF,MF",Bayern Munich,Bundesliga,26,0.0
190,1190,Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,31,0.504947304725647
191,1191,Aymeric Laporte,ESP,DF,Manchester City,Premier League,29,0.008699331432580948
192,1192,Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,29,0.0026022735983133316
193,1193,Manuel Lazzari,ITA,DF,Lazio,Serie A,29,0.0
194,1194,Julien Le Cardinal,FRA,DF,Lens,Ligue 1,26,0.0026022735983133316
195,1195,Robin Le Normand,ESP,DF,Real Sociedad,La Liga,26,0.0027067698538303375
196,1196,Rafael Leão,POR,FW,Milan,Serie A,24,0.600705623626709
197,1197,Diogo Leite,POR,DF,Union Berlin,Bundesliga,24,0.004199046641588211
198,1198,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,27,0.005753330886363983
199,1199,Christopher Lenz,GER,DF,RB Leipzig,Bundesliga,29,0.0026022735983133316
200,1200,Robert Lewandowski,POL,FW,Barcelona,La Liga,35,0.6372970342636108
201,1201,Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,18,0.0026022735983133316
202,1202,Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,24,0.9661121368408203
203,1203,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,29,0.0030008740723133087
204,1204,Jesper Lindstrøm,DEN,"FW,MF",Napoli,Serie A,23,0.0
205,1205,Valentino Livramento,ENG,"DF,FW",Newcastle Utd,Premier League,20,0.0026022735983133316
206,1206,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,28,0.42321738600730896
207,1207,Stanislav Lobotka,SVK,MF,Napoli,Serie A,28,0.00259421207010746
208,1208,Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,27,0.19052842259407043
209,1209,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,25,0.28989270329475403
210,1210,Fermin López,ESP,"MF,FW",Barcelona,La Liga,20,1.0270590782165527
211,1211,Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,20,0.0026022735983133316
212,1212,Dodi Lukebakio,BEL,FW,Sevilla,La Liga,26,0.684527575969696
213,1213,Andriy Lunin,UKR,GK,Real Madrid,La Liga,24,0.0026022735983133316
214,1214,Deiver Machado,COL,DF,Lens,Ligue 1,30,0.3675372004508972
215,1215,Harry Maguire,ENG,DF,Manchester Utd,Premier League,30,0.0026022735983133316
216,1216,Mike Maignan,FRA,GK,Milan,Serie A,28,0.0026022735983133316
217,1217,Donyell Malen,NED,FW,Dortmund,Bundesliga,24,0.5613191723823547
218,1218,Faitout Maouassa,FRA,DF,Lens,Ligue 1,25,0.0023622140288352966
219,1219,José María Giménez,URU,DF,Atlético Madrid,La Liga,28,0.002888161689043045
220,1220,Mariano,DOM,FW,Sevilla,La Liga,30,0.013503339141607285
221,1221,Marquinhos,BRA,DF,Paris S-G,Ligue 1,29,0.0030150488018989563
222,1222,Anthony Martial,FRA,FW,Manchester Utd,Premier League,27,0.0030008740723133087
223,1223,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,22,0.0
224,1224,Iñigo Martínez,ESP,DF,Barcelona,La Liga,32,0.0026022735983133316
225,1225,Lautaro Martínez,ARG,FW,Inter,Serie A,26,0.8378655910491943
226,1226,Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,25,0.0
227,1227,Adam Marušić,MNE,DF,Lazio,Serie A,30,0.0024385228753089905
228,1228,Eric Maxim Choupo-Moting,CMR,"MF,FW",Bayern Munich,Bundesliga,34,0.9020334482192993
229,1229,Noussair Mazraoui,MAR,DF,Bayern Munich,Bundesliga,25,0.0070074982941150665
230,1230,Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,24,1.4537343978881836
231,1231,James Mcatee,ENG,MF,Manchester City,Premier League,20,0.0026022735983133316
232,1232,Scott McTominay,SCO,MF,Manchester Utd,Premier League,26,0.002579266205430031
233,1233,Facundo Medina,ARG,DF,Lens,Ligue 1,24,0.0
234,1234,Hannibal Mejbri,TUN,MF,Manchester Utd,Premier League,20,0.6735726594924927
235,1235,Memphis,NED,FW,Atlético Madrid,La Liga,29,1.2669035196304321
236,1236,Brais Méndez,ESP,"MF,FW",Real Sociedad,La Liga,26,0.13299377262592316
237,1237,Ferland Mendy,FRA,DF,Real Madrid,La Liga,28,0.002562057226896286
238,1238,Nampalys Mendy,SEN,MF,Lens,Ligue 1,31,0.0026022735983133316
239,1239,Alex Meret,ITA,GK,Napoli,Serie A,26,0.0026022735983133316
240,1240,Mikel Merino,ESP,MF,Real Sociedad,La Liga,27,0.0
241,1241,Éder Militão,BRA,DF,Real Madrid,La Liga,25,0.0026022735983133316
242,1242,Kim Min-jae,KOR,DF,Bayern Munich,Bundesliga,26,0.0028107091784477234
243,1243,Rafa Mir,ESP,FW,Sevilla,La Liga,26,0.5155647397041321
244,1244,Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,34,0.32176247239112854
245,1245,Luka Modrić,CRO,MF,Real Madrid,La Liga,38,0.0
246,1246,Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,25,0.3355676531791687
247,1247,Álvaro Morata,ESP,FW,Atlético Madrid,La Liga,30,1.0901811122894287
248,1248,Youssoufa Moukoko,GER,"FW,MF",Dortmund,Bundesliga,18,0.006974969059228897
249,1249,Mason Mount,ENG,MF,Manchester Utd,Premier League,24,0.0026326216757297516
250,1250,Nordi Mukiele,FRA,DF,Paris S-G,Ligue 1,25,0.0026022735983133316
251,1251,Thomas Müller,GER,MF,Bayern Munich,Bundesliga,34,0.0
252,1252,Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,26,0.0
253,1253,Jacob Murphy,ENG,FW,Newcastle Utd,Premier League,28,0.0
254,1254,Yunus Musah,USA,"FW,MF",Milan,Serie A,20,0.0022208988666534424
255,1255,Jamal Musiala,GER,MF,Bayern Munich,Bundesliga,20,0.0027832165360450745
256,1256,Nacho,ESP,DF,Real Madrid,La Liga,33,0.002834450453519821
